INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,VEHICLE AGE,PREMIUM RATE,VEHICLE AGE BAND,LOG POLICY PREMIUM
Third Party,Bike,Private,TVS ,Ntorq ,2024,175000.0,1200.0,1,0.0068571428571428,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure ,2024,355000.0,1200.0,1,0.0033802816901408,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Twister ,2016,360000.0,1200.0,9,0.0033333333333333,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2018,530000.0,1200.0,7,0.0022641509433962,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Hornet ,2016,1690000.0,1200.0,9,0.0007100591715976,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Hunk ,2015,135000.0,1200.0,10,0.0088888888888888,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Maestro Edge,2019,355000.0,1200.0,6,0.0033802816901408,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2019,650000.0,1200.0,6,0.0018461538461538,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Benly ,2004,975000.0,1200.0,21,0.0012307692307692,13+ Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Victor ,2007,138000.0,1200.0,18,0.008695652173913,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2015,325000.0,1200.0,10,0.0036923076923076,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2015,318000.0,1200.0,10,0.0037735849056603,8-12 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Ntorq ,2023,785000.0,1200.0,2,0.0015286624203821,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2015,335000.0,1200.0,10,0.0035820895522388,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2018,530000.0,1200.0,7,0.0022641509433962,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,PCX ,2017,1020000.0,1200.0,8,0.0011764705882352,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2020,135000.0,1200.0,5,0.0088888888888888,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure ,2011,220000.0,1200.0,14,0.0054545454545454,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Saluto,2017,280000.0,1200.0,8,0.0042857142857142,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2013,285000.0,1200.0,12,0.0042105263157894,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S ,2018,750000.0,1200.0,7,0.0016,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2014,200000.0,1200.0,11,0.006,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2020,595000.0,1200.0,5,0.002016806722689,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Maestro Edge,2017,425000.0,1200.0,8,0.0028235294117647,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Maestro Edge,2018,330000.0,1200.0,7,0.0036363636363636,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Hunk ,2018,450000.0,1200.0,7,0.0026666666666666,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S ,2018,865000.0,1200.0,7,0.0013872832369942,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Flame ,2008,145000.0,1200.0,17,0.0082758620689655,13+ Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Wego ,2016,445000.0,1200.0,9,0.0026966292134831,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar RS200,2019,1250000.0,1200.0,6,0.00096,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2013,350000.0,1200.0,12,0.0034285714285714,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar ,2009,290000.0,1200.0,16,0.0041379310344827,13+ Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Xtream ,2015,110000.0,1200.0,10,0.0109090909090909,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,XCD ,2009,150000.0,1200.0,16,0.008,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S ,2017,255000.0,1200.0,8,0.0047058823529411,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2016,475000.0,1200.0,9,0.0025263157894736,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Chaly ,2002,350000.0,1200.0,23,0.0034285714285714,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,R15 ,2019,1250000.0,1200.0,6,0.00096,4-7 Years,7.0909098220799835
Third Party,Bike,Private,KTM ,RC ,2019,1490000.0,1200.0,6,0.0008053691275167,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Suzuki ,Volty ,2011,495000.0,1200.0,14,0.0024242424242424,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S ,2019,960000.0,1200.0,6,0.00125,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover 125,2012,230000.0,1200.0,13,0.0052173913043478,13+ Years,7.0909098220799835
Third Party,Bike,Private,Suzuki ,Bandit ,2007,600000.0,1200.0,18,0.002,13+ Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Ntorq ,2019,700000.0,1200.0,6,0.0017142857142857,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar RS200,2018,600000.0,1200.0,7,0.002,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2011,265000.0,1200.0,14,0.0045283018867924,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,550000.0,1200.0,8,0.0021818181818181,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2013,345000.0,1200.0,12,0.0034782608695652,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure ,2015,350000.0,1200.0,10,0.0034285714285714,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Hornet ,2011,330000.0,1200.0,14,0.0036363636363636,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2011,208000.0,1200.0,14,0.0057692307692307,13+ Years,7.0909098220799835
Third Party,Bike,Private,Suzuki ,Gixxer ,2017,585000.0,1200.0,8,0.002051282051282,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2015,320000.0,1200.0,10,0.00375,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure ,2014,350000.0,1200.0,11,0.0034285714285714,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,125000.0,1200.0,8,0.0096,8-12 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Ntorq ,2018,550000.0,1200.0,7,0.0021818181818181,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2018,450000.0,1200.0,7,0.0026666666666666,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 180,2006,226000.0,1200.0,19,0.0053097345132743,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CM Custom,1989,230000.0,1200.0,36,0.0052173913043478,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2010,238000.0,1200.0,15,0.0050420168067226,13+ Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Hunk ,2009,100000.0,1200.0,16,0.012,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2019,626000.0,1200.0,6,0.0019169329073482,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Passion Plus,2017,170000.0,1200.0,8,0.0070588235294117,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,535000.0,1200.0,8,0.0022429906542056,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2019,450000.0,1200.0,6,0.0026666666666666,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,HF Deluxe,2011,170000.0,1200.0,14,0.0070588235294117,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,100000.0,1200.0,8,0.012,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover ,2009,340000.0,1200.0,16,0.0035294117647058,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CB Hornet,2019,595000.0,1200.0,6,0.002016806722689,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2008,250000.0,1200.0,17,0.0048,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2015,455000.0,1200.0,10,0.0026373626373626,8-12 Years,7.0909098220799835
Third Party,Bike,Private,KTM ,Duke ,2019,750000.0,1200.0,6,0.0016,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Boxer ,2008,175000.0,1200.0,17,0.0068571428571428,13+ Years,7.0909098220799835
Third Party,Bike,Private,Ranomoto ,Keeway ,2015,185000.0,1200.0,10,0.0064864864864864,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2010,368000.0,1200.0,15,0.0032608695652173,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2013,230000.0,1200.0,12,0.0052173913043478,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover ,2012,215000.0,1200.0,13,0.0055813953488372,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha,FZ S ,2018,500000.0,1200.0,7,0.0024,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,V15 ,2016,350000.0,1200.0,9,0.0034285714285714,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Passion ,2011,260000.0,1200.0,14,0.0046153846153846,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2015,465000.0,1200.0,10,0.0025806451612903,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2019,645000.0,1200.0,6,0.001860465116279,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Passion pro,2013,318000.0,1200.0,12,0.0037735849056603,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,555000.0,1200.0,8,0.0021621621621621,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,580000.0,1200.0,8,0.0020689655172413,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover 125,2013,290000.0,1200.0,12,0.0041379310344827,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2019,595000.0,1200.0,6,0.002016806722689,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2012,215000.0,1200.0,13,0.0055813953488372,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Benly ,1994,230000.0,1200.0,31,0.0052173913043478,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2017,460000.0,1200.0,8,0.0026086956521739,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,570000.0,1200.0,8,0.0021052631578947,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yadea ,T9 ,2024,599950.0,1200.0,1,0.0020001666805567,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Suzuki ,Burgman ,2019,810000.0,1200.0,6,0.0014814814814814,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Passion pro,2018,385000.0,1200.0,7,0.0031168831168831,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar NS200,2018,950000.0,1200.0,7,0.0012631578947368,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 180,2007,195000.0,1200.0,18,0.0061538461538461,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 180,2009,250000.0,1200.0,16,0.0048,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CD 200,2000,1500000.0,1200.0,25,0.0008,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha,FZ S ,2020,955000.0,1200.0,5,0.0012565445026178,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Wego ,2012,295000.0,1200.0,13,0.0040677966101694,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2016,550000.0,1200.0,9,0.0021818181818181,8-12 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Apache ,2017,490000.0,1200.0,8,0.0024489795918367,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Benly ,1996,550000.0,1200.0,29,0.0021818181818181,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2019,540000.0,1200.0,6,0.0022222222222222,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Metro ,2017,298000.0,1200.0,8,0.0040268456375838,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CB4 ,2015,1580000.0,1200.0,10,0.000759493670886,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Dash ,2017,345000.0,1200.0,8,0.0034782608695652,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2011,345000.0,1200.0,14,0.0034782608695652,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CG125 ,2006,139000.0,1200.0,19,0.0086330935251798,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Grazia ,2018,560000.0,1200.0,7,0.0021428571428571,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Stryker ,2014,230000.0,1200.0,11,0.0052173913043478,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover 125,2024,375000.0,1200.0,1,0.0032,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover ,2006,185000.0,1200.0,19,0.0064864864864864,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Activa ,2017,475000.0,1200.0,8,0.0025263157894736,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Glamour ,2010,175000.0,1200.0,15,0.0068571428571428,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2019,460000.0,1200.0,6,0.0026086956521739,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Demak ,DTM ,2011,310000.0,1200.0,14,0.0038709677419354,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,XLR ,1989,550000.0,1200.0,36,0.0021818181818181,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CM ,2002,450000.0,1200.0,23,0.0026666666666666,13+ Years,7.0909098220799835
Third Party,Bike,Private,Loncin ,LD ,2008,80000.0,1200.0,17,0.015,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2016,498000.0,1200.0,9,0.0024096385542168,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2016,300000.0,1200.0,9,0.004,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Twister ,2015,280000.0,1200.0,10,0.0042857142857142,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar RS200,2015,800000.0,1200.0,10,0.0015,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CD 125,1989,340000.0,1200.0,36,0.0035294117647058,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 180,2008,340000.0,1200.0,17,0.0035294117647058,13+ Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Dash ,2016,293000.0,1200.0,9,0.0040955631399317,8-12 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Ntorq ,2020,630000.0,1200.0,5,0.0019047619047619,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover 125,2012,255000.0,1200.0,13,0.0047058823529411,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2016,500000.0,1200.0,9,0.0024,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2015,500000.0,1200.0,10,0.0024,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Hunk ,2016,315000.0,1200.0,9,0.0038095238095238,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2017,200000.0,1200.0,8,0.006,8-12 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Wego ,2016,490000.0,1200.0,9,0.0024489795918367,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ ,2018,777000.0,1200.0,7,0.0015444015444015,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2019,675000.0,1200.0,6,0.0017777777777777,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda,Grazia ,2020,675000.0,1200.0,5,0.0017777777777777,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2007,245000.0,1200.0,18,0.0048979591836734,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover ,2007,285000.0,1200.0,18,0.0042105263157894,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Activa ,2015,385000.0,1200.0,10,0.0031168831168831,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2019,660000.0,1200.0,6,0.0018181818181818,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2011,200000.0,1200.0,14,0.006,13+ Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure ,2012,230000.0,1200.0,13,0.0052173913043478,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ ,2016,670000.0,1200.0,9,0.0017910447761194,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S,2018,770000.0,1200.0,7,0.0015584415584415,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Suzuki ,Volty ,2010,450000.0,1200.0,15,0.0026666666666666,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2019,635000.0,1200.0,6,0.0018897637795275,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2005,145000.0,1200.0,20,0.0082758620689655,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,XR ,2001,1250000.0,1200.0,24,0.00096,13+ Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Dawn ,2015,325000.0,1200.0,10,0.0036923076923076,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2015,300000.0,1200.0,10,0.004,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2018,568000.0,1200.0,7,0.002112676056338,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Apache ,2011,320000.0,1200.0,14,0.00375,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S,2019,920000.0,1200.0,6,0.0013043478260869,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Ranomoto ,CG125 ,2004,70000.0,1200.0,21,0.0171428571428571,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar NS200,2017,765000.0,1200.0,8,0.0015686274509803,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ ,2010,1050000.0,1200.0,15,0.0011428571428571,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2020,675000.0,1200.0,5,0.0017777777777777,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Streak ,2012,190000.0,1200.0,13,0.0063157894736842,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,R15 ,2020,1300000.0,1200.0,5,0.0009230769230769,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,CD 100,2001,200000.0,1200.0,24,0.006,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,529500.0,1200.0,8,0.0022662889518413,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure,2011,220000.0,1200.0,14,0.0054545454545454,13+ Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Apache ,2007,125000.0,1200.0,18,0.0096,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar RS200,2018,980000.0,1200.0,7,0.0012244897959183,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Boxer ,2002,138000.0,1200.0,23,0.008695652173913,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2010,205000.0,1200.0,15,0.0058536585365853,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ ,2019,940000.0,1200.0,6,0.0012765957446808,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar NS200,2018,830000.0,1200.0,7,0.0014457831325301,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Demak ,DTM ,2019,290000.0,1200.0,6,0.0041379310344827,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Star Sport,2008,200000.0,1200.0,17,0.006,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2017,550000.0,1200.0,8,0.0021818181818181,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover ,2008,250000.0,1200.0,17,0.0048,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2009,325000.0,1200.0,16,0.0036923076923076,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2014,410000.0,1200.0,11,0.0029268292682926,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2020,590000.0,1200.0,5,0.0020338983050847,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,R15 ,2019,1190000.0,1200.0,6,0.0010084033613445,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2019,495000.0,1200.0,6,0.0024242424242424,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Passion pro,2011,330000.0,1200.0,14,0.0036363636363636,13+ Years,7.0909098220799835
Third Party,Bike,Private,KTM ,RC 200,2019,1380000.0,1200.0,6,0.0008695652173913,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2016,485000.0,1200.0,9,0.0024742268041237,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135 ,2014,280000.0,1200.0,11,0.0042857142857142,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Pleasure ,2010,230000.0,1200.0,15,0.0052173913043478,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S,2015,185000.0,1200.0,10,0.0064864864864864,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Karizma ,2019,345000.0,1200.0,6,0.0034782608695652,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2018,590000.0,1200.0,7,0.0020338983050847,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2015,450000.0,1200.0,10,0.0026666666666666,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Platina ,2013,350000.0,1200.0,12,0.0034285714285714,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Rise ,Leader ,2022,365000.0,1200.0,3,0.0032876712328767,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S,2018,900000.0,1200.0,7,0.0013333333333333,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CM Custom,1998,320000.0,1200.0,27,0.00375,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135 ,2011,225000.0,1200.0,14,0.0053333333333333,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2017,480000.0,1200.0,8,0.0025,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2022,510000.0,1200.0,3,0.0023529411764705,0-3 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover ,2006,200000.0,1200.0,19,0.006,13+ Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,FZ S,2018,845000.0,1200.0,7,0.0014201183431952,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Ntorq ,2020,625000.0,1200.0,5,0.00192,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Twister ,2016,425000.0,1200.0,9,0.0028235294117647,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,V15 ,2017,333000.0,1200.0,8,0.0036036036036036,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,CB Unicorn,2013,360000.0,1200.0,12,0.0033333333333333,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Kristal ,2008,135000.0,1200.0,17,0.0088888888888888,13+ Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Metro ,2017,310000.0,1200.0,8,0.0038709677419354,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 180,2010,395000.0,1200.0,15,0.0030379746835443,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Hornet ,2024,1675000.0,1200.0,1,0.0007164179104477,0-3 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Wego ,2016,445000.0,1200.0,9,0.0026966292134831,8-12 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Streak ,2012,219000.0,1200.0,13,0.0054794520547945,13+ Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 135,2013,300000.0,1200.0,12,0.004,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,Ray ZR,2021,585000.0,1200.0,4,0.002051282051282,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar NS200,2020,910000.0,1200.0,5,0.0013186813186813,4-7 Years,7.0909098220799835
Third Party,Bike,Private,TVS ,Apache ,2016,240000.0,1200.0,9,0.005,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Discover 125,2016,385000.0,1200.0,9,0.0031168831168831,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Yamaha ,MT 06,2017,1700000.0,1200.0,8,0.0007058823529411,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Suzuki ,Lets ,2017,355000.0,1200.0,8,0.0033802816901408,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2016,405000.0,1200.0,9,0.0029629629629629,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,Pulsar 150,2016,580000.0,1200.0,9,0.0020689655172413,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2011,275000.0,1200.0,14,0.0043636363636363,13+ Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Dawn ,2007,160000.0,1200.0,18,0.0075,13+ Years,7.0909098220799835
Third Party,Bike,Private,Honda ,Dio ,2014,415000.0,1200.0,11,0.0028915662650602,8-12 Years,7.0909098220799835
Third Party,Bike,Private,Hero ,Passion pro,2019,455000.0,1200.0,6,0.0026373626373626,4-7 Years,7.0909098220799835
Third Party,Bike,Private,Bajaj ,CT100 ,2023,535000.0,1200.0,2,0.0022429906542056,0-3 Years,7.0909098220799835
